,max_rank,min_rank
B01MF4CDLH,72405,970
B007OLP3T6,3370739,223579
1524763136,11568,4
B074RKR587,36832,10500
B01MXJVN8V,405270,5299
B00CXEDH4C,1539703,115980
B01C6Z3IKA,512654,73
B00P434GYY,806892,78259
B074Q1J9MN,853068,42298
B01F3I70JW,3085366,2001712
B07111NDK1,334160,1828
B0096C56YS,2097815,168191
B00O5B3PKC,744460,48950
0470919000,514499,5691
1119396174,2937,484
342104273X,9230023,8669762
B07915G2QT,798326,70555
B00IRSP90S,1090289,76977
B077BPCM6H,28698,46
0126445516,858652,39060
149262604X,624684,11169
0312668805,2405815,82837
1587420619,3027526,144159
1788470311,3979385,74912
B01CUXLQUM,1233574,115710
B00UASW4GK,30085,1130
1909623962,8039994,214720
9527114683,4338221,141710
0415726905,7131835,281634
B01M5GXSDX,656725,22832
B01L27MR6E,2505755,107117
B011404TME,760865,63546
0691166684,2055342,61218
0849379989,628556,46800
B01MDQRNYI,922772,47627
1878252704,2312646,96910
B06XV3VZVT,803534,13841
B006DTOCRO,2003265,43111
B01IYGQXP2,637490,54340
0749481285,6804059,153712
0226320669,220948,4517
1521542147,2845284,1603560
B078PVDFB6,2366358,112869
B076CKCZX4,1139169,112875
B00KVR0G5Q,2195231,141110
1985234777,1702788,29400
1516890329,9301100,6125141
B076DML9L8,1179356,139708
1945547782,836214,24407
0071774254,1326969,86325
0822313413,1862232,82021
B00N716ZUI,1500352,123111
B07DB8WBN6,98775,10576
B01N4TJ3N3,759265,372
1681976501,3968472,129342
0691157677,904417,11168
1548792128,1911776,45840
B01N7ESF46,2120034,109963
B0787XQW6N,432294,4181
0374531269,8401,330
B073MCKZK5,3362865,929445
B0786L9DGK,1824753,117429
1250065666,136281,1945
B01IRBMVRS,999388,119996
1506900267,2050742,175245
B07CBN3MGN,646523,49325
0451465644,13682,4
B076YJWJ6M,1516822,69361
B01MU2NEQ2,766849,33511
B07666LR6X,106481,5412
B07C7PSY57,341357,38527
B00BFM0JJO,2712188,184494
B01D1POMQS,457186,37965
B006IIX02I,1207744,82424
B07DRLQZL8,872799,106525
1628105550,475246,16558
B077XCFVV2,1069485,54227
1478398582,8975366,182646
B00BV6ZWWI,3118773,200041
0954221826,3746649,140281
B00IWLS6FA,809600,83646
1524615005,2144414,1987758
0985467002,1364976,77029
0692979794,820204,74569
B00SP4BXUE,744807,96182
B01NBVP5BM,1256291,53540
B00R41U0CQ,568509,113301
1626549036,1631764,56035
B00ZSF40VM,1624696,100294
B01MTVT01K,722798,42523
B0762MDV57,3515952,204649
B00IY4NDG2,619580,63434
0997135107,6217225,4758385
B078G689MZ,88839,41
B00W3SD46Y,492186,47428
B01BQZHJI8,1702033,83407
1976989779,8181377,8007341
0978998049,3898317,106334
B071GJBLHM,166184,71
B07C84ZH11,3214652,2142099
B00WF7Z3JY,808419,67467
1608874745,713975,33272
1943147302,12933,1085
B01G9FG1PW,622046,40822
B071WMPY14,288079,494
0192728474,6741456,6015001
B076JJC7KC,3293558,126306
9382665579,7186222,276970
B06XDT74VD,1223207,972988
1521221863,1823109,156012
B01DRAKCCA,725450,75501
1250150183,121198,2
1501175467,2450,3
B01N3XHEM4,1116415,967900
B0793F4XXD,643618,51936
147679605X,4611,12
1476781486,783420,76717
B00085LB4Q,15476518,14621923
B076BSS74H,968812,18205
B01FZTHQCA,2355926,121378
B077LWQ9VG,2220114,98073
184668689X,7748692,5313657
0545175364,33236,438
B0762F8HC2,977400,6631
1682915905,6436834,97910
1597892742,5800390,207491
0140562257,107613,7301
1890350508,1726703,89702
B00IBHSCTA,649105,38721
052127205X,1346825,29980
B00A4R8JOI,669229,104100
1443439002,7937507,6331491
B004G8Q178,269103,11897
0750960507,5045138,122468
B01MUF7MVO,200215,145
1973222078,4741596,97397
0062045040,472540,26774
B07CF7CXHM,3259949,198338
1530633311,1018704,47795
198658660X,6124489,80663
B01HPB85EE,2100390,216722
B008PU4QNO,1276931,105709
1503944379,312602,4519
022644953X,676515,1762
B01MRJX3KR,155385,5566
B00BHIPYQY,1284336,33654
1939992532,766225,61437
B01M0GTJUW,388309,12921
9491882163,2994,1576
B079WSQ4HB,868014,29515
162317175X,1306946,21758
B00LIYRN7A,2661032,158587
1464209103,2003737,36726
1439261911,14936732,11829172
1581960441,2724519,97241
B07BYSKLV6,361927,7866
B0758F4TYZ,439486,33588
B0719KC52F,171988,20213
B075ZZCT2Q,955322,113369
0349132232,1377806,42563
B002VBWDN8,4409532,3593878
B078NDJPMP,380604,12460
0141324929,390195,10134
B00HYNTR7I,1160141,181925
B07CS5WX1M,727049,60547
B00A3L68WU,3936907,2995054
B00JID62YI,48440,2895
041562343X,6356727,613883
B00TMMDTPU,4160635,3238335
2266162837,14418937,13683802
0470556811,1080297,38601
B00GM4H09M,3518556,2386308
B01N98UK06,308350,3994
2709638320,2689497,172958
B00KHAXWX0,1047081,1020623
B00AHV2A28,557427,24867
0987186043,12368212,12248716
B07DFN82M5,95505,19009
0132869780,2925173,135977
0571295444,2584220,108919
1849230749,16002627,13087393
B00DNBE8P6,6545,1368
1118290275,975573,42714
1449901654,15530802,12539826
B01KCPQP74,1518983,52648
1620355566,8850458,252727
1936814439,3692770,211325
194141009X,10988178,7253870
B016BZTICI,2564168,97276
B0065QUFXU,2703395,110356
B00I7KUVYK,1231430,96377
B01HOEGPQM,16057,4
B00OW9S7UK,937333,97981
168268007X,258290,27701
0785281126,36785,701
B00PPQKA4K,1330305,83998
B003KRP3FC,324302,23521
1626253099,684874,21195
B073YT6HXX,1025444,71662
B013DLXZIQ,741587,98094
B0719PPLDR,1391983,88773
0674743903,1239131,51021
0374110425,500381,5083
B0091USFHA,967717,94340
B01MU3P5QF,2988514,167122
B004JHY69Q,340727,1297
3406466095,17972052,15307814
0807050946,1289121,52959
0691174652,75244,322
1854103628,9973867,128137
B016227BY2,3271934,2384287
154981706X,7018032,53871
154391411X,2730759,89809
B00HZ4XNHG,4826304,4415886
B01MXE10ML,960893,42170
B075RTTLP3,503472,2123
1421423251,1423685,66174
B01L5OJ2IU,160999,1347
0316272248,93058,3203
B078XCPFPM,1206413,44485
0864926405,2726170,80970
0807853526,2359142,93436
B00P076II6,327206,57622
B01DY50TDU,1874966,1823481
0062398512,959009,18173
1508573263,4930390,219961
1566081777,2392717,112658
1626727600,1385472,44881
B00A42ADKG,669356,79217
B01DTLXABM,2344041,132410
0316013560,24060,4183
0307389049,153006,580
111824480X,1448055,112035
1681310236,1012206,40602
B008OLTAZ8,400656,41817
B01B9AK676,1273754,83505
B01M4KBUBM,372081,129
0062423355,277830,10633
1781326150,3020217,50111
0345385403,427007,23156
0743484894,245912,4918
1626255091,1418995,43732
B01LS081HO,1655506,160654
B00RWJPS2C,358911,8174
B005FMSFNW,1065989,117782
1985174634,3375588,122938
B01MV9H34Y,893837,51101
1540662470,909004,5671
B004ZSC4ES,1801332,141370
1932014500,13787047,10402614
B06XBKN5KB,913221,68798
B005EY72XU,4237802,3442900
1943852359,1245617,42434
B00ZVALJFY,1916101,118184
0992638461,3782196,114493
B011A8ZZCI,924154,67521
B015S48FFE,1341992,226071
0679724672,71217,2261
B00EPM5NMY,1404272,73102
B078YR1B5D,300582,1213
B0775XWLNY,2472884,180855
B01GFMNT72,748792,13302
B077X176XD,283226,12241
0198798903,4457916,63510
1412030765,16146073,13256803
0393035158,538474,21179
B00H3REZYA,470328,36960
1523803827,4848449,3919492
0749842504,6677665,146018
B07B7NS2Y2,1414684,63360
0387307516,4773411,241870
B01501O0NQ,73715,24
150330521X,2530142,87684
1628654236,2105991,73299
0008164657,1056937,25687
B073QBLP4Y,48440,8726
0230619207,1951379,92770
B001LNO7I6,1775371,126643
B01KFWOHVU,800841,92475
1471899381,6482393,206835
B00MQAIDN8,2064720,156164
1101946342,10219,143
1976203244,8118433,158220
1484218019,2329650,100125
0691152640,183227,638
B00JBID9SC,396043,24790
B017SAGLG6,2667771,912562
B00TG8XJ3M,1749851,210553
1466909870,9648957,7519662
3570127656,6284005,3397990
1523333278,3183907,123764
1250099560,189511,174
0814407560,1127132,18257
B0778JN7J9,2925054,109458
B01MYWUVNV,482427,6137
1910939501,8533017,214620
1911425188,6231371,154273
B07BKP64CN,55510,653
B00N0WUPLE,207636,16267
1620402521,1170,449
1521421854,4546296,139828
022628767X,700595,27514
B0174PSJN8,3045399,2117629
3642331424,964133,19013
0316406813,125623,4582
B0090CPVEO,1144180,93695
1533150362,1831737,39720
B018MZEOVU,813163,11614
B01F27Q8JM,1093707,48180
1937856003,1601762,110803
383762661X,13823744,12095818
B00J6U7L66,628140,15858
0306808811,1011638,41816
B01M7QTATC,802307,27137
0231139624,974918,45164
1137393955,1141048,108016
B07B8D6YYN,1869478,989589
B004G5Z3JS,619466,106676
B00Y1NZFNO,1812701,91500
B01M5IWPA8,322065,4226
1469633825,2818000,114513
B01N2ABE60,1141,2
B00TJEPT3Q,873586,823762
0761160914,3397,331
B077MNPWL5,443690,9995
178089774X,2845292,84460
0061730580,7071,592
0262533510,995883,7685
047092327X,1139379,38438
1118066510,622537,26163
B012ERO3H2,135009,10710
B01M8NTGXW,729741,88
1527215040,3125688,64449
B017T8LDMO,722843,5029
0062426974,372539,84
B06VVTH7BT,1050268,99756
B01N8PWJCG,1449525,65018
1401310354,506996,17730
B017PTIFO6,2171079,264134
1846943299,1833543,91165
B01MZGJWXI,661259,1721
1517035937,13288668,9793074
0996694137,1136752,66479
B01MY0XMIF,832849,6580
0544104404,16687,813
B00QVKR5TC,121929,6424
B01CC3X9FK,335340,18518
1783783508,8063513,2237000
B00BPVX5DW,97372,4422
B01N2ANQGY,1029827,49721
B00QELYW76,2250162,1525702
0674281411,1473309,50698
184403061X,6921247,804781
B00F942XKM,637306,58144
B016B636XO,93005,112
0345534212,1564995,96445
B008L47TTM,2998172,124159
382528607X,12991304,10399359
B00F3ONXWU,609854,58671
0310519357,1118933,22449
B003IDMUKY,1728649,124765
B00NPCGH34,611999,7729
3110494973,6797098,6673932
B004C43GKG,978305,83679
1579624367,1869172,1596985
B00GEU7508,604572,35673
B01HMXV0AQ,591016,261
B00VJI0CI2,580703,45257
145554258X,217196,765
1936746816,6625591,342518
B005EU50GU,404880,53431
B06X16PLVN,948337,83327
B00DFAWD4S,1915712,161319
B01IU4X8AQ,1116252,104541
B008XHV9UM,2338749,2264135
B0719RC66J,879508,23827
B07CGYPDV5,2709751,101823
B0756ZF273,3661594,340672
147423190X,2820351,206794
1494315416,13375906,9898352
1988236517,244563,2034
1536944130,9118528,228726
0553562835,31640,1961
B013RVZ1OS,2044413,160506
1292013648,5076046,1713204
0711239037,810738,17092
B07C6BL4VC,148916,3880
1634507533,738271,31912
B00GBZ3Y6K,402641,346
B019E5CIM4,912616,47642
0691144958,1754708,123079
B079H3VVLH,459714,11193
1909349925,13448136,12906395
1490921788,1968087,27973
B015NL3V4M,385054,27250
0385542275,690769,31170
B01MTOHL8M,273092,9172
0062658948,93955,17039
0062358294,216535,3452
B017RQP41O,75586,82
B071J3FYLD,1565552,59802
1683223810,927473,46232
B004XFZ8X2,29704,121
0691118809,393380,7954
B00U58R4WY,3995019,163631
B0775FYCW5,1518700,32708
B01FE3CB7C,460190,26875
B003980ELA,635159,41639
1449487173,20721,368
1612513093,2664981,114965
B00T7QHZ1A,1608682,105547
B01FOR0Z0I,720599,31215
193629401X,3034910,127252
B077TFPYPC,30684,235
1911295276,2086644,142976
B00BRKI5UO,27242,3491
1612193412,622038,9708
1250027004,1326686,7197
B076GFNVPB,1674730,90692
1682914038,4279128,128722
B075PJ5B4L,55846,8321
B01N1I1RON,874922,109226
014038572X,268454,1588
1285173465,488864,5222
3426780984,8400398,7854618
1610395581,814626,46561
B01M0XHNFX,6550,1358
B0721NX77Q,1252648,129438
0198714963,1992916,132380
0773762086,2484585,107314
B0085MNVRO,45414,1031
1619421348,14560267,11370936
B00OQINPEU,1944681,209597
B01EKA7Z9E,262915,31845
B0047O2D28,1212085,109961
0557159245,4356229,3993022
B00BAXFECK,5011,1891
0273759361,3303296,109685
B075YWS87C,1723823,50735
0071846778,1532623,86697
B00086FL78,7818967,1849019
1938398165,1152139,55345
1133049737,514568,5122
1523723203,2746095,64214
B01D445QDY,219096,9971
1505837243,6033387,4641824
B06XRT67TN,2575832,69218
B004XZRIFS,521046,52099
1926538382,9173218,8257515
1105310515,7579814,228210
151072110X,1209326,41539
1517004446,107341,7916
0595482341,3348355,100071
0749470038,841896,31198
0848752287,45937,313
1910924474,1475416,17406
0692888292,3658908,158244
0393081060,2423925,262087
B00W0CCACC,1720305,145611
B01N683Y0Y,1284268,94723
0816697574,1552903,23620
0750618051,3525666,79706
B0773FZ4VC,13434,544
B014RUQ6YC,354994,156
B06XSPQZTG,587597,10646
B078G2VYS9,2877024,2857222
B00KFG156C,8938,31
0393912868,665636,13975
006241643X,529792,15613
B071KP29KM,2549771,142045
0199757534,514162,12619
B00V93QPJM,266194,22722
B06XP9Z5T4,524062,2081
1500949183,5031420,3615131
3864453100,12018852,8144335
B00RLRKQ2M,1758726,127195
3957220645,10345944,135399
B079P15XYS,966800,41642
0393341283,284519,1756
B06XRJTX45,1008696,24871
1452162816,19060,698
B073T16JH1,3738646,127024
1782398775,3612149,154367
B00TE45IVO,360482,13378
1508499896,8390930,271651
B074K1LD7Q,308546,37898
1942689365,2329274,81734
3499633876,19999109,109804
B00TTXVT8G,3513584,2923557
B075CQNSQ1,194599,2808
1482783142,2829184,165575
1619356481,2754906,14119
1941295657,8103195,882409
B07C85G7XQ,131,6
1438919395,16608891,13786806
1624140718,128436,9157
1408857863,1200529,173998
B079NBZY46,478146,101598
B00NVTDJTG,4259323,3374894
B01FOV6O54,936649,45156
B07282DV7Q,765398,4719
B071WMHM31,2385503,135672
B017DEWZEY,1152151,61892
3954282283,9475080,1613658
1640801855,7788589,205000
B0741BL51V,1216207,56040
B00SC2GJ26,1537514,111301
B00HC1DCQO,3401218,1707933
B075R6X449,3633153,260491
B079Q3W3QF,3809553,65456
B07BF7VKLD,713869,41930
B01KYKNUMK,109171,35
B07D6F9CN4,25789,12603
1622539567,1707148,88141
B077MHD7HM,4888601,295198
1574780360,475747,11192
B00FCKGBVU,1145037,72285
1783752270,9484435,8477827
B0058V1PGE,2673301,2339242
1986322629,1266608,18918
B00BAH80S6,2680857,1909709
B00A8FXTPK,665976,95235
1613823959,8109562,5522548
0757317642,895306,44281
0804776725,1638297,91093
1478727063,4911137,209491
B07732799G,1435329,34339
162336793X,1226133,134
0062666681,252933,12363
0988536803,1661915,78833
B014T58NEG,1142420,79809
B06ZYCHQWD,377714,25656
0060934956,936194,32630
B0193UND10,928771,821898
B002I9YRKK,3106708,218148
B00USJ445U,4537546,4494089
B0728N4WR3,1015069,13215
B01M8MG7MI,1355920,109236
B01CXBRSA8,1001390,79708
B01DHAUQRQ,985843,102440
B01LM2VQNO,322176,19805
1983063169,1172775,72343
B073BG4KGP,1839698,140930
B00EGJ32A6,4394,1058
B0042JSRNW,639039,57898
B00DQ8TIFG,1343720,108569
0399176330,734312,22960
B00H7KBDHA,1993972,1937245
153313152X,9341830,179023
1440108161,16822217,16516602
B01CU1QYCE,386210,19172
6069833457,2800423,66878
B00II01B70,676858,46435
1608199266,827721,28960
B00ZPM9DEW,1583456,134952
0674066642,285381,2182
B00513D3QE,343982,32378
0345442318,50030,4015
1909881961,2730093,31808
144013779X,2937262,130555
8283310216,2210505,33841
B01AAZ1NRS,308028,1924
B01N098K1P,760064,7825
0316230480,1826345,88410
1786071584,2057911,82853
B06X9RFZJ4,561477,20497
B06XPMQPVT,446168,21619
B00SLG1928,1394827,228307
1948051079,1111798,122487
1849682666,3291785,147988
0486470091,239032,4973
B00IJZQ1EM,877065,104575
B00BPO7C8I,775620,23322
B01B5BE7KQ,505063,24346
B07927N5XD,1144731,99175
1616506024,4038668,128645
0999552783,177580,17726
B075KGD8R6,904119,69876
B015LDXCD2,194745,27770
1629995134,260976,1548
B0160P16NS,3052550,2197271
B01N2UB7TX,918017,6383
B015WEN7L2,2015796,154958
1420146432,2018377,31213
B00K2FC88A,1738136,218331
B00OCB700G,242933,28608
B00Y95OF1M,580551,5961
162872756X,1270536,40486
0099574462,1829519,55805
B01JVGB20K,1533419,65485
0385353774,375776,21473
0062235796,770121,37035
1473913179,7947156,7061774
B00MFQG3YO,2917907,115748
0091939526,146840,10589
0385347332,11961,2225
B079G84LXR,1689286,54079
1911021613,854955,25259
B007M0PHBI,933562,101412
3570127168,3282426,116879
0349138575,3832628,244298
0300169604,1229732,49503
1430266767,1590219,82826
B0798QQ49B,241787,4046
1565129768,28681,1009
1456597523,5524728,191580
0990872890,369426,38129
B074HC4T2M,812446,99284
1782441883,8158812,198538
1983439711,8456791,844219
B06XPNVY26,3812833,1337190
B00VSLG01S,1000099,77910
B003NTMHXI,3134232,2962410
B01MPWC4OF,1943367,113133
0142402516,3256,542
B00GG8R45O,691636,96907
B073V2W3TM,3731803,504327
B017SCQLYG,651751,63945
0878570004,661771,23166
B01K0NSVR0,776238,58955
9176372014,1036747,37590
1941295169,4219349,155119
B06XNP9C6G,437325,1601
B076NS4XM7,1596856,62702
0393345440,591070,7319
B078X9VGYT,4951436,147611
1615990267,2423613,111081
B01I2AK8DS,1718,544
B00KQYD2KU,730109,55170
B01HIKCA52,14009,5095
B07BK1J2PS,191570,4402
B075FZGBVL,1263297,122393
B019QB751U,1770540,190029
0718031849,8513,79
0008256942,1192181,67892
B016J9WLKC,2741189,146820
0345806875,171217,3382
0718086104,5080991,28
1935738259,8456249,5695714
B074DYWL9M,971668,20804
B01LYNH9J7,1379204,34310
0752900269,4763896,127278
B00OADARZQ,1702306,65458
B01BA8ZU28,2545857,167302
0415115973,1198257,59554
1535513624,1486379,51530
0060594888,171223,14037
0773536884,9536355,8519398
1925645460,1502763,94557
1857444000,508717,26538
1905177542,2516273,121519
B00WS3SZ3G,2063993,151399
0007594402,4266452,78613
1494832380,5729361,5588480
B01G7FENTA,662509,38664
0307476073,2729,371
1847515096,5059230,161517
B01CK71QVM,553371,43548
B004E3XDYE,5041950,3622057
B071LBLQ1G,1037050,88878
1974485234,3929199,143571
153972364X,2652971,94570
0983236135,5739728,2595455
B006YYOJ1W,2976,164
B01D3FWLLO,626800,30298
0983548889,2955989,75624
B076CLN8BJ,504129,31498
B07BTB8Y5B,359417,14246
B00KQ2G394,97102,15769
B077YMDNYN,726068,37183
B07BD3V8L3,825229,46701
1925225054,6171799,4334072
1629991295,965506,9643
1578516730,1287512,57867
1593272022,574873,26793
1440530718,308344,10119
B07BP3L5YS,1256953,99895
B0711WJ235,301696,28
159990280X,1618127,96218
B01MSFOPOG,501995,18187
B014VBAQ02,1795311,113520
B06XF58ML9,28071,137
B07BN912VS,185267,3313
B01999RMQC,1015277,101596
1925645045,1189581,42536
B01F1UD5G4,279828,811
0385372515,1615108,1584591
B01AE2869A,652509,4657
1603442782,2096475,73641
B077V6QBZN,309379,14355
B00OZ85RGK,1619601,134977
9176372561,2855766,435410
B01A2HICNW,549123,49781
0521694817,795027,25019
019872456X,2799307,76932
B01H6DIAPK,470945,32074
B01N29OF8Z,494943,7393
B01FPUO55K,710693,37961
B006MH03PM,807660,48387
1457187094,651733,24893
067001690X,265630,9198
0691149003,1837867,56962
1501172603,3797754,77993
B01HN7449A,1105960,101762
0224074717,2327820,113287
1613900953,3100640,110984
B01BYJIOG2,825536,74127
B00K6MYFWG,2330857,179528
1449461034,852274,32857
0310445132,150710,722
019065239X,824826,35066
0071462074,220604,11772
1629991074,724876,5719
0994447108,1427654,58448
B0721QDM5L,370078,1463
1400032059,9334,799
B07C9TCS6Q,3529,205
1492730785,5696104,231206
0385386672,512154,24201
0241972264,2243691,141294
0451457811,23759,2425
B075BP2KR1,133939,25598
0231165951,1765677,71172
1534733191,7586142,7367701
B00PUZUA28,4104008,3178359
B0195U68LU,1400328,125979
1683700805,5759248,402112
0395647800,363503,24804
1312574747,13059757,9505719
3453875567,4386736,106933
B00HCBCDJQ,3115949,3098019
B01N3A3KN6,1001460,81937
1939062993,4835253,4044301
3845445173,15266418,12223849
0199927871,1964792,942612
3775742484,1343347,138
B0073P5ORE,6519184,145350
B00UPEUXBM,456722,17488
1583674454,1097469,69379
0805097082,842300,13116
0547588143,48313,4240
1626726760,538159,6352
B00513F9KM,398097,45094
B071LM9836,555020,3353
1442265396,1003743,58539
1547211911,1757123,35930
B072VZG4QZ,582466,16363
0393609030,44427,1019
B077SW8D6N,7815,369
1771279583,1848470,106490
B077CX2344,15063,553
1858306183,7014343,6247497
0825426456,3706800,119380
0306824396,344198,10141
1480237426,10892567,7187546
B07BXTCGFC,22320,86
B011W49ZBC,1250946,1097826
B00C6MER54,919802,550990
0486479366,730337,60039
0310533988,183131,4065
3596186900,7994897,5460167
0743477545,66808,639
B072K6FJ9J,1218306,52639
9401775109,2056602,70377
1619217155,4209574,135600
B009378NW8,3863436,195971
9966362371,8579754,135679
1259640825,173557,10786
B000FC0QV6,396871,20912
111891192X,372900,9532
B00FHBTFLC,2176754,1555348
B07DP527ZW,555122,42967
B00MT6XAM8,583599,54560
B073FLZ2ZX,342082,9228
0071821120,635739,31877
0375400532,1047770,51463
B015U0UYPA,1706819,104303
B00E98OJM4,226498,25573
0345803671,611248,14730
B001BOOL9K,1182512,113004
B075B68KW2,1252227,31354
1447271149,3388285,3227151
1460261135,3633344,143892
B01CO34JS4,358070,25426
0691160597,174062,9969
B003H29CMA,536636,97880
1476717516,989623,52454
B01KBTEKKA,643886,18352
B00ACC6B8G,1155176,100130
B0105VDUSM,125432,1517
1545038554,5013047,4628058
1612650015,1041016,53040
1449433529,3323331,423
1979163367,2637865,82107
B077X91BY8,2123995,132432
022646170X,512164,1692
0761461019,670331,15252
0008248958,1323409,12631
B0764HVZ4S,531056,5875
B06Y5GDJRV,2138880,7011
1602861676,1743745,42631
B078WHVC58,1062872,32124
1623367085,25491,2240
B07BLNTMQ4,2337824,1327216
B01MYYDVYM,508342,97176
1475253850,3508669,90197
B01MUVAE1D,941340,2664
0060790598,382938,10777
1532006276,3118606,90585
B07BBLVVK9,263519,43218
